,Content ID,Type,Datetime,Content Type,Category,Sentiment,Score,Month,,,,
14803,584211e8-3ca9-41a7-aeea-1d308bda53fd,love,28-12-2020 20:12,photo,studying,positive,65,12,,,,
14804,584211e8-3ca9-41a7-aeea-1d308bda53fd,interested,12-03-2021 04:32,photo,studying,positive,30,3,,,,
14805,584211e8-3ca9-41a7-aeea-1d308bda53fd,interested,17-02-2021 20:08,photo,studying,positive,30,2,,,,
14807,584211e8-3ca9-41a7-aeea-1d308bda53fd,dislike,09-06-2021 02:03,photo,studying,negative,10,6,,,,
14808,584211e8-3ca9-41a7-aeea-1d308bda53fd,adore,23-07-2020 07:56,photo,studying,positive,72,7,,,,
14809,584211e8-3ca9-41a7-aeea-1d308bda53fd,love,16-11-2020 04:02,photo,studying,positive,65,11,,,,
14810,584211e8-3ca9-41a7-aeea-1d308bda53fd,disgust,02-05-2021 07:12,photo,studying,negative,0,5,,,,
14811,584211e8-3ca9-41a7-aeea-1d308bda53fd,want,22-04-2021 06:54,photo,studying,positive,70,4,,,,
14812,584211e8-3ca9-41a7-aeea-1d308bda53fd,scared,16-08-2020 13:42,photo,studying,negative,15,8,,,,
14813,584211e8-3ca9-41a7-aeea-1d308bda53fd,intrigued,17-09-2020 22:12,photo,studying,positive,45,9,,,,
14814,584211e8-3ca9-41a7-aeea-1d308bda53fd,dislike,14-06-2021 21:41,photo,studying,negative,10,6,,,,
14815,584211e8-3ca9-41a7-aeea-1d308bda53fd,scared,02-05-2021 13:38,photo,studying,negative,15,5,,,,
14818,d05568a5-a7bf-4235-9b63-1e2233adf9a8,peeking,07-08-2020 00:24,photo,technology,neutral,35,8,,,,
14819,d05568a5-a7bf-4235-9b63-1e2233adf9a8,peeking,13-04-2021 16:27,photo,technology,neutral,35,4,,,,
14820,d05568a5-a7bf-4235-9b63-1e2233adf9a8,indifferent,12-03-2021 10:42,photo,technology,neutral,20,3,,,,
14821,d05568a5-a7bf-4235-9b63-1e2233adf9a8,cherish,04-11-2020 10:10,photo,technology,positive,70,11,,,,
14822,d05568a5-a7bf-4235-9b63-1e2233adf9a8,hate,19-01-2021 14:04,photo,technology,negative,5,1,,,,
14823,d05568a5-a7bf-4235-9b63-1e2233adf9a8,disgust,27-09-2020 01:19,photo,technology,negative,0,9,,,,
14824,d05568a5-a7bf-4235-9b63-1e2233adf9a8,heart,24-09-2020 23:16,photo,technology,positive,60,9,,,,
14825,d05568a5-a7bf-4235-9b63-1e2233adf9a8,heart,02-06-2021 13:29,photo,technology,positive,60,6,,,,
14826,d05568a5-a7bf-4235-9b63-1e2233adf9a8,want,01-11-2020 20:29,photo,technology,positive,70,11,,,,
14828,d05568a5-a7bf-4235-9b63-1e2233adf9a8,adore,28-07-2020 00:12,photo,technology,positive,72,7,,,,
14829,d05568a5-a7bf-4235-9b63-1e2233adf9a8,intrigued,05-04-2021 22:38,photo,technology,positive,45,4,,,,
14830,d05568a5-a7bf-4235-9b63-1e2233adf9a8,want,17-08-2020 11:03,photo,technology,positive,70,8,,,,
14831,d05568a5-a7bf-4235-9b63-1e2233adf9a8,cherish,12-03-2021 16:12,photo,technology,positive,70,3,,,,
14832,d05568a5-a7bf-4235-9b63-1e2233adf9a8,indifferent,21-02-2021 10:21,photo,technology,neutral,20,2,,,,
14833,d05568a5-a7bf-4235-9b63-1e2233adf9a8,like,03-03-2021 08:38,photo,technology,positive,50,3,,,,
14834,d05568a5-a7bf-4235-9b63-1e2233adf9a8,cherish,19-07-2020 08:07,photo,technology,positive,70,7,,,,
14836,596a3ffe-1e2a-4999-bf8d-c8f4a8974343,hate,20-01-2021 10:50,video,animals,negative,5,1,,,,
14837,596a3ffe-1e2a-4999-bf8d-c8f4a8974343,adore,12-08-2020 15:46,video,animals,positive,72,8,,,,
14838,596a3ffe-1e2a-4999-bf8d-c8f4a8974343,hate,05-10-2020 12:58,video,animals,negative,5,10,,,,
14839,596a3ffe-1e2a-4999-bf8d-c8f4a8974343,like,05-06-2021 19:48,video,animals,positive,50,6,,,,
14840,596a3ffe-1e2a-4999-bf8d-c8f4a8974343,dislike,21-11-2020 06:15,video,animals,negative,10,11,,,,
14841,596a3ffe-1e2a-4999-bf8d-c8f4a8974343,like,30-01-2021 03:43,video,animals,positive,50,1,,,,
14842,596a3ffe-1e2a-4999-bf8d-c8f4a8974343,interested,18-08-2020 04:04,video,animals,positive,30,8,,,,
14843,596a3ffe-1e2a-4999-bf8d-c8f4a8974343,intrigued,19-08-2020 03:45,video,animals,positive,45,8,,,,
14844,596a3ffe-1e2a-4999-bf8d-c8f4a8974343,hate,16-06-2021 10:33,video,animals,negative,5,6,,,,
14846,596a3ffe-1e2a-4999-bf8d-c8f4a8974343,peeking,30-01-2021 04:23,video,animals,neutral,35,1,,,,
14847,596a3ffe-1e2a-4999-bf8d-c8f4a8974343,scared,09-08-2020 15:37,video,animals,negative,15,8,,,,
14848,596a3ffe-1e2a-4999-bf8d-c8f4a8974343,want,11-08-2020 16:04,video,animals,positive,70,8,,,,
14849,596a3ffe-1e2a-4999-bf8d-c8f4a8974343,adore,26-02-2021 19:55,video,animals,positive,72,2,,,,
14850,596a3ffe-1e2a-4999-bf8d-c8f4a8974343,indifferent,27-02-2021 08:55,video,animals,neutral,20,2,,,,
14851,596a3ffe-1e2a-4999-bf8d-c8f4a8974343,worried,14-05-2021 16:32,video,animals,negative,12,5,,,,
14852,596a3ffe-1e2a-4999-bf8d-c8f4a8974343,adore,17-08-2020 17:27,video,animals,positive,72,8,,,,
14853,596a3ffe-1e2a-4999-bf8d-c8f4a8974343,worried,14-12-2020 05:26,video,animals,negative,12,12,,,,
14854,596a3ffe-1e2a-4999-bf8d-c8f4a8974343,love,07-08-2020 13:13,video,animals,positive,65,8,,,,
14856,596a3ffe-1e2a-4999-bf8d-c8f4a8974343,scared,17-04-2021 11:31,video,animals,negative,15,4,,,,
14857,596a3ffe-1e2a-4999-bf8d-c8f4a8974343,indifferent,09-12-2020 07:57,video,animals,neutral,20,12,,,,
14858,596a3ffe-1e2a-4999-bf8d-c8f4a8974343,like,19-11-2020 09:20,video,animals,positive,50,11,,,,
14859,596a3ffe-1e2a-4999-bf8d-c8f4a8974343,super love,07-12-2020 22:44,video,animals,positive,75,12,,,,
14860,596a3ffe-1e2a-4999-bf8d-c8f4a8974343,super love,23-12-2020 00:10,video,animals,positive,75,12,,,,
14861,596a3ffe-1e2a-4999-bf8d-c8f4a8974343,cherish,12-02-2021 14:03,video,animals,positive,70,2,,,,
14862,596a3ffe-1e2a-4999-bf8d-c8f4a8974343,indifferent,22-01-2021 18:33,video,animals,neutral,20,1,,,,
14863,596a3ffe-1e2a-4999-bf8d-c8f4a8974343,want,20-12-2020 00:51,video,animals,positive,70,12,,,,
14864,596a3ffe-1e2a-4999-bf8d-c8f4a8974343,want,25-12-2020 03:59,video,animals,positive,70,12,,,,
14866,596a3ffe-1e2a-4999-bf8d-c8f4a8974343,dislike,18-06-2020 17:24,video,animals,negative,10,6,,,,
14867,596a3ffe-1e2a-4999-bf8d-c8f4a8974343,adore,10-04-2021 06:08,video,animals,positive,72,4,,,,
14868,596a3ffe-1e2a-4999-bf8d-c8f4a8974343,interested,28-06-2020 09:21,video,animals,positive,30,6,,,,
14869,596a3ffe-1e2a-4999-bf8d-c8f4a8974343,worried,12-04-2021 22:25,video,animals,negative,12,4,,,,
14870,596a3ffe-1e2a-4999-bf8d-c8f4a8974343,indifferent,17-04-2021 19:19,video,animals,neutral,20,4,,,,
14871,596a3ffe-1e2a-4999-bf8d-c8f4a8974343,worried,13-07-2020 00:09,video,animals,negative,12,7,,,,
14872,596a3ffe-1e2a-4999-bf8d-c8f4a8974343,super love,09-01-2021 10:38,video,animals,positive,75,1,,,,
14873,596a3ffe-1e2a-4999-bf8d-c8f4a8974343,hate,15-06-2021 20:02,video,animals,negative,5,6,,,,
14874,596a3ffe-1e2a-4999-bf8d-c8f4a8974343,super love,22-09-2020 00:08,video,animals,positive,75,9,,,,
14876,f8119ef8-1f00-49e4-b468-86dd64042053,want,29-04-2021 09:40,photo,culture,positive,70,4,,,,
14877,f8119ef8-1f00-49e4-b468-86dd64042053,intrigued,18-11-2020 03:00,photo,culture,positive,45,11,,,,
14878,f8119ef8-1f00-49e4-b468-86dd64042053,heart,12-10-2020 22:18,photo,culture,positive,60,10,,,,
14879,f8119ef8-1f00-49e4-b468-86dd64042053,indifferent,02-08-2020 02:01,photo,culture,neutral,20,8,,,,
14880,f8119ef8-1f00-49e4-b468-86dd64042053,want,29-05-2021 20:09,photo,culture,positive,70,5,,,,
14881,f8119ef8-1f00-49e4-b468-86dd64042053,love,20-06-2020 19:33,photo,culture,positive,65,6,,,,
14882,f8119ef8-1f00-49e4-b468-86dd64042053,hate,07-06-2021 22:55,photo,culture,negative,5,6,,,,
14883,f8119ef8-1f00-49e4-b468-86dd64042053,hate,30-08-2020 10:26,photo,culture,negative,5,8,,,,
14884,f8119ef8-1f00-49e4-b468-86dd64042053,adore,27-11-2020 14:05,photo,culture,positive,72,11,,,,
14886,f8119ef8-1f00-49e4-b468-86dd64042053,like,18-09-2020 23:54,photo,culture,positive,50,9,,,,
14887,f8119ef8-1f00-49e4-b468-86dd64042053,scared,22-09-2020 06:01,photo,culture,negative,15,9,,,,
14888,f8119ef8-1f00-49e4-b468-86dd64042053,dislike,04-05-2021 10:47,photo,culture,negative,10,5,,,,
14889,f8119ef8-1f00-49e4-b468-86dd64042053,interested,18-08-2020 21:40,photo,culture,positive,30,8,,,,
14890,f8119ef8-1f00-49e4-b468-86dd64042053,indifferent,27-06-2020 23:08,photo,culture,neutral,20,6,,,,
14891,f8119ef8-1f00-49e4-b468-86dd64042053,like,08-10-2020 11:40,photo,culture,positive,50,10,,,,
14892,f8119ef8-1f00-49e4-b468-86dd64042053,disgust,23-02-2021 21:31,photo,culture,negative,0,2,,,,
14893,f8119ef8-1f00-49e4-b468-86dd64042053,want,18-05-2021 05:54,photo,culture,positive,70,5,,,,
14894,f8119ef8-1f00-49e4-b468-86dd64042053,scared,27-01-2021 00:17,photo,culture,negative,15,1,,,,
14896,f8119ef8-1f00-49e4-b468-86dd64042053,want,04-06-2021 12:29,photo,culture,positive,70,6,,,,
14897,f8119ef8-1f00-49e4-b468-86dd64042053,intrigued,04-07-2020 05:34,photo,culture,positive,45,7,,,,
14898,f8119ef8-1f00-49e4-b468-86dd64042053,indifferent,04-06-2021 05:55,photo,culture,neutral,20,6,,,,
14899,f8119ef8-1f00-49e4-b468-86dd64042053,disgust,29-09-2020 23:53,photo,culture,negative,0,9,,,,
14900,f8119ef8-1f00-49e4-b468-86dd64042053,cherish,26-08-2020 06:54,photo,culture,positive,70,8,,,,
14901,f8119ef8-1f00-49e4-b468-86dd64042053,adore,06-03-2021 04:07,photo,culture,positive,72,3,,,,
14902,f8119ef8-1f00-49e4-b468-86dd64042053,disgust,10-02-2021 02:12,photo,culture,negative,0,2,,,,
14903,f8119ef8-1f00-49e4-b468-86dd64042053,super love,13-04-2021 17:14,photo,culture,positive,75,4,,,,
14904,f8119ef8-1f00-49e4-b468-86dd64042053,indifferent,04-11-2020 23:03,photo,culture,neutral,20,11,,,,
14906,f8119ef8-1f00-49e4-b468-86dd64042053,super love,03-06-2021 16:19,photo,culture,positive,75,6,,,,
14907,f8119ef8-1f00-49e4-b468-86dd64042053,love,17-12-2020 03:02,photo,culture,positive,65,12,,,,
14908,f8119ef8-1f00-49e4-b468-86dd64042053,adore,04-11-2020 16:18,photo,culture,positive,72,11,,,,
14909,f8119ef8-1f00-49e4-b468-86dd64042053,scared,17-10-2020 02:42,photo,culture,negative,15,10,,,,
14910,f8119ef8-1f00-49e4-b468-86dd64042053,intrigued,17-01-2021 16:20,photo,culture,positive,45,1,,,,
14911,f8119ef8-1f00-49e4-b468-86dd64042053,love,09-12-2020 09:55,photo,culture,positive,65,12,,,,
14912,f8119ef8-1f00-49e4-b468-86dd64042053,like,29-01-2021 07:47,photo,culture,positive,50,1,,,,
14913,f8119ef8-1f00-49e4-b468-86dd64042053,intrigued,08-06-2021 08:24,photo,culture,positive,45,6,,,,
14914,f8119ef8-1f00-49e4-b468-86dd64042053,adore,31-10-2020 01:32,photo,culture,positive,72,10,,,,
14916,f8119ef8-1f00-49e4-b468-86dd64042053,heart,07-02-2021 18:47,photo,culture,positive,60,2,,,,
14918,b467bf5d-1bcd-4c52-a667-6b88269ad02a,scared,02-06-2021 17:40,video,dogs,negative,15,6,,,,
14919,b467bf5d-1bcd-4c52-a667-6b88269ad02a,scared,20-03-2021 05:25,video,dogs,negative,15,3,,,,
14920,b467bf5d-1bcd-4c52-a667-6b88269ad02a,worried,13-05-2021 07:15,video,dogs,negative,12,5,,,,
14921,b467bf5d-1bcd-4c52-a667-6b88269ad02a,hate,01-07-2020 12:23,video,dogs,negative,5,7,,,,
14922,b467bf5d-1bcd-4c52-a667-6b88269ad02a,like,08-07-2020 18:53,video,dogs,positive,50,7,,,,
14923,b467bf5d-1bcd-4c52-a667-6b88269ad02a,worried,21-04-2021 22:03,video,dogs,negative,12,4,,,,
14924,b467bf5d-1bcd-4c52-a667-6b88269ad02a,indifferent,19-12-2020 15:20,video,dogs,neutral,20,12,,,,
14925,b467bf5d-1bcd-4c52-a667-6b88269ad02a,hate,13-02-2021 03:14,video,dogs,negative,5,2,,,,
14926,b467bf5d-1bcd-4c52-a667-6b88269ad02a,want,19-03-2021 14:35,video,dogs,positive,70,3,,,,
14928,b467bf5d-1bcd-4c52-a667-6b88269ad02a,dislike,13-10-2020 00:03,video,dogs,negative,10,10,,,,
14929,b467bf5d-1bcd-4c52-a667-6b88269ad02a,indifferent,22-06-2020 08:26,video,dogs,neutral,20,6,,,,
14930,b467bf5d-1bcd-4c52-a667-6b88269ad02a,interested,24-06-2020 05:11,video,dogs,positive,30,6,,,,
14931,b467bf5d-1bcd-4c52-a667-6b88269ad02a,scared,09-03-2021 15:00,video,dogs,negative,15,3,,,,
14932,b467bf5d-1bcd-4c52-a667-6b88269ad02a,interested,03-06-2021 08:50,video,dogs,positive,30,6,,,,
14933,b467bf5d-1bcd-4c52-a667-6b88269ad02a,indifferent,08-06-2021 05:04,video,dogs,neutral,20,6,,,,
14934,b467bf5d-1bcd-4c52-a667-6b88269ad02a,interested,19-08-2020 07:25,video,dogs,positive,30,8,,,,
14935,b467bf5d-1bcd-4c52-a667-6b88269ad02a,super love,08-05-2021 22:21,video,dogs,positive,75,5,,,,
14936,b467bf5d-1bcd-4c52-a667-6b88269ad02a,heart,05-01-2021 09:29,video,dogs,positive,60,1,,,,
14938,632875ea-56de-4160-a76c-d1b3ae9e566f,heart,06-06-2021 05:30,GIF,public speaking,positive,60,6,,,,
14939,632875ea-56de-4160-a76c-d1b3ae9e566f,interested,16-07-2020 10:29,GIF,public speaking,positive,30,7,,,,
14940,632875ea-56de-4160-a76c-d1b3ae9e566f,heart,07-11-2020 18:04,GIF,public speaking,positive,60,11,,,,
14941,632875ea-56de-4160-a76c-d1b3ae9e566f,hate,30-09-2020 03:38,GIF,public speaking,negative,5,9,,,,
14942,632875ea-56de-4160-a76c-d1b3ae9e566f,like,13-05-2021 06:25,GIF,public speaking,positive,50,5,,,,
14943,632875ea-56de-4160-a76c-d1b3ae9e566f,interested,11-04-2021 15:37,GIF,public speaking,positive,30,4,,,,
14944,632875ea-56de-4160-a76c-d1b3ae9e566f,want,08-12-2020 16:08,GIF,public speaking,positive,70,12,,,,
14945,632875ea-56de-4160-a76c-d1b3ae9e566f,scared,06-03-2021 09:29,GIF,public speaking,negative,15,3,,,,
14946,632875ea-56de-4160-a76c-d1b3ae9e566f,scared,15-05-2021 17:00,GIF,public speaking,negative,15,5,,,,
14948,632875ea-56de-4160-a76c-d1b3ae9e566f,dislike,07-12-2020 00:29,GIF,public speaking,negative,10,12,,,,
14949,632875ea-56de-4160-a76c-d1b3ae9e566f,adore,17-07-2020 12:22,GIF,public speaking,positive,72,7,,,,
14950,632875ea-56de-4160-a76c-d1b3ae9e566f,dislike,11-06-2021 12:48,GIF,public speaking,negative,10,6,,,,
14951,632875ea-56de-4160-a76c-d1b3ae9e566f,interested,12-06-2021 23:26,GIF,public speaking,positive,30,6,,,,
14952,632875ea-56de-4160-a76c-d1b3ae9e566f,intrigued,26-07-2020 09:52,GIF,public speaking,positive,45,7,,,,
14953,632875ea-56de-4160-a76c-d1b3ae9e566f,super love,14-11-2020 09:50,GIF,public speaking,positive,75,11,,,,
14954,632875ea-56de-4160-a76c-d1b3ae9e566f,intrigued,29-08-2020 06:56,GIF,public speaking,positive,45,8,,,,
14955,632875ea-56de-4160-a76c-d1b3ae9e566f,cherish,02-06-2021 02:31,GIF,public speaking,positive,70,6,,,,
14956,632875ea-56de-4160-a76c-d1b3ae9e566f,indifferent,06-08-2020 12:00,GIF,public speaking,neutral,20,8,,,,
14958,632875ea-56de-4160-a76c-d1b3ae9e566f,love,24-02-2021 06:03,GIF,public speaking,positive,65,2,,,,
14959,632875ea-56de-4160-a76c-d1b3ae9e566f,worried,12-02-2021 10:16,GIF,public speaking,negative,12,2,,,,
14960,632875ea-56de-4160-a76c-d1b3ae9e566f,like,21-03-2021 21:20,GIF,public speaking,positive,50,3,,,,
14961,632875ea-56de-4160-a76c-d1b3ae9e566f,intrigued,23-11-2020 07:01,GIF,public speaking,positive,45,11,,,,
14962,632875ea-56de-4160-a76c-d1b3ae9e566f,intrigued,22-01-2021 21:40,GIF,public speaking,positive,45,1,,,,
14963,632875ea-56de-4160-a76c-d1b3ae9e566f,adore,07-05-2021 10:35,GIF,public speaking,positive,72,5,,,,
14964,632875ea-56de-4160-a76c-d1b3ae9e566f,interested,21-11-2020 00:40,GIF,public speaking,positive,30,11,,,,
14965,632875ea-56de-4160-a76c-d1b3ae9e566f,hate,28-04-2021 09:27,GIF,public speaking,negative,5,4,,,,
14966,632875ea-56de-4160-a76c-d1b3ae9e566f,intrigued,31-01-2021 08:15,GIF,public speaking,positive,45,1,,,,
14968,632875ea-56de-4160-a76c-d1b3ae9e566f,interested,24-03-2021 23:02,GIF,public speaking,positive,30,3,,,,
14969,632875ea-56de-4160-a76c-d1b3ae9e566f,dislike,20-12-2020 13:14,GIF,public speaking,negative,10,12,,,,
14970,632875ea-56de-4160-a76c-d1b3ae9e566f,worried,05-11-2020 03:58,GIF,public speaking,negative,12,11,,,,
14971,632875ea-56de-4160-a76c-d1b3ae9e566f,dislike,21-09-2020 16:36,GIF,public speaking,negative,10,9,,,,
14973,24231380-c9a7-4b07-bd51-c9bd5c49cb7c,like,26-11-2020 15:12,photo,cooking,positive,50,11,,,,
14974,24231380-c9a7-4b07-bd51-c9bd5c49cb7c,like,19-09-2020 16:15,photo,cooking,positive,50,9,,,,
14975,24231380-c9a7-4b07-bd51-c9bd5c49cb7c,worried,13-06-2021 11:47,photo,cooking,negative,12,6,,,,
14976,24231380-c9a7-4b07-bd51-c9bd5c49cb7c,scared,07-09-2020 17:41,photo,cooking,negative,15,9,,,,
14977,24231380-c9a7-4b07-bd51-c9bd5c49cb7c,intrigued,13-01-2021 19:07,photo,cooking,positive,45,1,,,,
14978,24231380-c9a7-4b07-bd51-c9bd5c49cb7c,super love,17-05-2021 06:49,photo,cooking,positive,75,5,,,,
14979,24231380-c9a7-4b07-bd51-c9bd5c49cb7c,intrigued,31-05-2021 09:17,photo,cooking,positive,45,5,,,,
14980,24231380-c9a7-4b07-bd51-c9bd5c49cb7c,want,16-01-2021 18:01,photo,cooking,positive,70,1,,,,
14981,24231380-c9a7-4b07-bd51-c9bd5c49cb7c,adore,18-05-2021 13:19,photo,cooking,positive,72,5,,,,
14983,24231380-c9a7-4b07-bd51-c9bd5c49cb7c,interested,29-06-2020 21:57,photo,cooking,positive,30,6,,,,
14984,24231380-c9a7-4b07-bd51-c9bd5c49cb7c,love,10-10-2020 14:26,photo,cooking,positive,65,10,,,,
14985,24231380-c9a7-4b07-bd51-c9bd5c49cb7c,hate,20-06-2020 14:12,photo,cooking,negative,5,6,,,,
14986,24231380-c9a7-4b07-bd51-c9bd5c49cb7c,disgust,03-11-2020 12:24,photo,cooking,negative,0,11,,,,
14987,24231380-c9a7-4b07-bd51-c9bd5c49cb7c,worried,12-01-2021 11:01,photo,cooking,negative,12,1,,,,
14988,24231380-c9a7-4b07-bd51-c9bd5c49cb7c,intrigued,26-02-2021 05:09,photo,cooking,positive,45,2,,,,
14989,24231380-c9a7-4b07-bd51-c9bd5c49cb7c,indifferent,09-03-2021 23:53,photo,cooking,neutral,20,3,,,,
14990,24231380-c9a7-4b07-bd51-c9bd5c49cb7c,super love,28-01-2021 21:40,photo,cooking,positive,75,1,,,,
14992,f0eb58d4-5e4e-4dd6-bbd9-853492b2e45a,intrigued,18-09-2020 14:36,audio,tennis,positive,45,9,,,,
14993,f0eb58d4-5e4e-4dd6-bbd9-853492b2e45a,love,11-09-2020 07:19,audio,tennis,positive,65,9,,,,
14994,f0eb58d4-5e4e-4dd6-bbd9-853492b2e45a,heart,10-08-2020 04:18,audio,tennis,positive,60,8,,,,
14995,f0eb58d4-5e4e-4dd6-bbd9-853492b2e45a,interested,09-03-2021 19:31,audio,tennis,positive,30,3,,,,
14996,f0eb58d4-5e4e-4dd6-bbd9-853492b2e45a,disgust,13-03-2021 03:40,audio,tennis,negative,0,3,,,,
14997,f0eb58d4-5e4e-4dd6-bbd9-853492b2e45a,like,21-06-2020 20:49,audio,tennis,positive,50,6,,,,
14998,f0eb58d4-5e4e-4dd6-bbd9-853492b2e45a,interested,27-10-2020 07:07,audio,tennis,positive,30,10,,,,
14999,f0eb58d4-5e4e-4dd6-bbd9-853492b2e45a,like,16-03-2021 16:17,audio,tennis,positive,50,3,,,,
15001,1c6be4a3-85ae-48da-81ff-44262690af51,cherish,11-01-2021 10:12,audio,education,positive,70,1,,,,
15002,1c6be4a3-85ae-48da-81ff-44262690af51,intrigued,07-05-2021 08:36,audio,education,positive,45,5,,,,
15003,1c6be4a3-85ae-48da-81ff-44262690af51,disgust,09-05-2021 01:24,audio,education,negative,0,5,,,,
15004,1c6be4a3-85ae-48da-81ff-44262690af51,dislike,01-10-2020 17:13,audio,education,negative,10,10,,,,
15005,1c6be4a3-85ae-48da-81ff-44262690af51,cherish,02-12-2020 12:21,audio,education,positive,70,12,,,,
15006,1c6be4a3-85ae-48da-81ff-44262690af51,want,23-03-2021 20:26,audio,education,positive,70,3,,,,
15007,1c6be4a3-85ae-48da-81ff-44262690af51,want,27-03-2021 00:01,audio,education,positive,70,3,,,,
15008,1c6be4a3-85ae-48da-81ff-44262690af51,intrigued,30-07-2020 03:59,audio,education,positive,45,7,,,,
15009,1c6be4a3-85ae-48da-81ff-44262690af51,super love,10-10-2020 18:49,audio,education,positive,75,10,,,,
15011,1c6be4a3-85ae-48da-81ff-44262690af51,worried,28-07-2020 08:52,audio,education,negative,12,7,,,,
15012,1c6be4a3-85ae-48da-81ff-44262690af51,interested,29-03-2021 19:14,audio,education,positive,30,3,,,,
15013,1c6be4a3-85ae-48da-81ff-44262690af51,worried,15-09-2020 23:45,audio,education,negative,12,9,,,,
15014,1c6be4a3-85ae-48da-81ff-44262690af51,hate,25-05-2021 17:32,audio,education,negative,5,5,,,,
15015,1c6be4a3-85ae-48da-81ff-44262690af51,intrigued,24-12-2020 04:07,audio,education,positive,45,12,,,,
15016,1c6be4a3-85ae-48da-81ff-44262690af51,intrigued,14-05-2021 18:47,audio,education,positive,45,5,,,,
15017,1c6be4a3-85ae-48da-81ff-44262690af51,disgust,16-07-2020 13:45,audio,education,negative,0,7,,,,
15018,1c6be4a3-85ae-48da-81ff-44262690af51,adore,31-01-2021 10:22,audio,education,positive,72,1,,,,
15019,1c6be4a3-85ae-48da-81ff-44262690af51,like,13-08-2020 11:56,audio,education,positive,50,8,,,,
15021,1c6be4a3-85ae-48da-81ff-44262690af51,super love,05-04-2021 08:49,audio,education,positive,75,4,,,,
15022,1c6be4a3-85ae-48da-81ff-44262690af51,super love,08-08-2020 04:02,audio,education,positive,75,8,,,,
15023,1c6be4a3-85ae-48da-81ff-44262690af51,adore,06-06-2021 09:46,audio,education,positive,72,6,,,,
15024,1c6be4a3-85ae-48da-81ff-44262690af51,love,28-12-2020 16:35,audio,education,positive,65,12,,,,
15025,1c6be4a3-85ae-48da-81ff-44262690af51,indifferent,13-03-2021 09:37,audio,education,neutral,20,3,,,,
15026,1c6be4a3-85ae-48da-81ff-44262690af51,super love,31-01-2021 03:47,audio,education,positive,75,1,,,,
15027,1c6be4a3-85ae-48da-81ff-44262690af51,heart,05-08-2020 10:06,audio,education,positive,60,8,,,,
15028,1c6be4a3-85ae-48da-81ff-44262690af51,heart,16-01-2021 16:12,audio,education,positive,60,1,,,,
15030,a5b45b7b-dec4-4c26-9323-a3d9a8cb9d5e,indifferent,27-09-2020 09:40,video,animals,neutral,20,9,,,,
15031,a5b45b7b-dec4-4c26-9323-a3d9a8cb9d5e,hate,22-01-2021 06:45,video,animals,negative,5,1,,,,
15032,a5b45b7b-dec4-4c26-9323-a3d9a8cb9d5e,dislike,23-11-2020 02:41,video,animals,negative,10,11,,,,
15033,a5b45b7b-dec4-4c26-9323-a3d9a8cb9d5e,scared,08-02-2021 15:50,video,animals,negative,15,2,,,,
15034,a5b45b7b-dec4-4c26-9323-a3d9a8cb9d5e,intrigued,30-04-2021 15:14,video,animals,positive,45,4,,,,
15035,a5b45b7b-dec4-4c26-9323-a3d9a8cb9d5e,super love,30-11-2020 05:48,video,animals,positive,75,11,,,,
15036,a5b45b7b-dec4-4c26-9323-a3d9a8cb9d5e,scared,26-03-2021 12:08,video,animals,negative,15,3,,,,
15037,a5b45b7b-dec4-4c26-9323-a3d9a8cb9d5e,cherish,21-05-2021 18:13,video,animals,positive,70,5,,,,
15038,a5b45b7b-dec4-4c26-9323-a3d9a8cb9d5e,want,01-09-2020 00:24,video,animals,positive,70,9,,,,
15040,a5b45b7b-dec4-4c26-9323-a3d9a8cb9d5e,love,22-01-2021 06:35,video,animals,positive,65,1,,,,
15041,a5b45b7b-dec4-4c26-9323-a3d9a8cb9d5e,cherish,02-11-2020 14:46,video,animals,positive,70,11,,,,
15042,a5b45b7b-dec4-4c26-9323-a3d9a8cb9d5e,love,19-11-2020 02:58,video,animals,positive,65,11,,,,
15043,a5b45b7b-dec4-4c26-9323-a3d9a8cb9d5e,intrigued,05-01-2021 21:13,video,animals,positive,45,1,,,,
15044,a5b45b7b-dec4-4c26-9323-a3d9a8cb9d5e,peeking,12-12-2020 04:31,video,animals,neutral,35,12,,,,
15045,a5b45b7b-dec4-4c26-9323-a3d9a8cb9d5e,worried,20-09-2020 12:25,video,animals,negative,12,9,,,,
15046,a5b45b7b-dec4-4c26-9323-a3d9a8cb9d5e,peeking,25-03-2021 05:20,video,animals,neutral,35,3,,,,
15047,a5b45b7b-dec4-4c26-9323-a3d9a8cb9d5e,worried,11-12-2020 19:53,video,animals,negative,12,12,,,,
15048,a5b45b7b-dec4-4c26-9323-a3d9a8cb9d5e,super love,13-05-2021 12:16,video,animals,positive,75,5,,,,
15050,a5b45b7b-dec4-4c26-9323-a3d9a8cb9d5e,interested,18-01-2021 02:18,video,animals,positive,30,1,,,,
15051,a5b45b7b-dec4-4c26-9323-a3d9a8cb9d5e,adore,09-08-2020 00:27,video,animals,positive,72,8,,,,
15053,6054518c-4c28-4d65-8ebe-3b4f56108f29,interested,21-06-2020 21:07,GIF,healthy eating,positive,30,6,,,,
15054,6054518c-4c28-4d65-8ebe-3b4f56108f29,hate,10-01-2021 01:50,GIF,healthy eating,negative,5,1,,,,
15055,6054518c-4c28-4d65-8ebe-3b4f56108f29,indifferent,17-09-2020 22:23,GIF,healthy eating,neutral,20,9,,,,
